run,kernel,gamma,seed,epoch,layer0,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,max_layer
ds_L16_uniform_g2.2_s3,uniform,2.2,3,0,2.8166592121124268,2.8277506828308105,2.780388116836548,2.748281955718994,2.7883119583129883,2.758441925048828,2.7722387313842773,2.747986078262329,2.7882742881774902,2.7630069255828857,2.773440361022949,2.8184549808502197,2.909613847732544,2.8631575107574463,2.7687559127807617,2.735689640045166,2.909613847732544
