run,kernel,gamma,seed,epoch,layer0,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,max_layer
ds_L16_fejer_g2.2_s0,fejer,2.2,0,0,5.228582859039307,5.184916973114014,5.215718746185303,5.241029262542725,5.23344087600708,5.209592342376709,5.249517917633057,5.198461055755615,5.236024379730225,5.2140350341796875,5.227391242980957,5.225165843963623,5.2137451171875,5.168409824371338,5.2118659019470215,5.229769229888916,5.249517917633057
ds_L16_fejer_g2.2_s0,fejer,2.2,0,50,22.29759407043457,24.304248809814453,24.894392013549805,24.860137939453125,19.56395149230957,17.432058334350586,13.60181713104248,10.833828926086426,11.429197311401367,11.8076753616333,11.513062477111816,10.477461814880371,10.79340934753418,9.96927547454834,10.128599166870117,10.96910572052002,24.894392013549805
ds_L16_fejer_g2.2_s0,fejer,2.2,0,100,23.78009033203125,30.400474548339844,27.945100784301758,30.382686614990234,25.574312210083008,22.553470611572266,20.864465713500977,18.951732635498047,17.951688766479492,17.362186431884766,17.363489151000977,15.629364013671875,16.150043487548828,14.04273796081543,13.823569297790527,15.638628959655762,30.400474548339844
ds_L16_fejer_g2.2_s0,fejer,2.2,0,199,23.5401554107666,32.435272216796875,27.713560104370117,31.200090408325195,27.037691116333008,25.02654266357422,22.528654098510742,20.528316497802734,19.288516998291016,18.751197814941406,18.509258270263672,16.583152770996094,16.822343826293945,14.914137840270996,14.14762020111084,17.271690368652344,32.435272216796875
