run,kernel,gamma,seed,epoch,layer0,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,max_layer
ds_L16_dirichlet_g0.1_s0,dirichlet,0.1,0,0,2.8882601261138916,2.9922749996185303,2.842296838760376,2.851839303970337,2.9068989753723145,2.9107131958007812,2.9408810138702393,2.8465189933776855,2.919036865234375,2.932875871658325,2.9409680366516113,2.917574882507324,2.9176127910614014,2.894347667694092,2.914607524871826,2.9222517013549805,2.9922749996185303
