run,kernel,gamma,seed,epoch,layer0,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,max_layer
depth_L20_dirichlet_g0.1_s99,dirichlet,0.1,99,0,2.93436598777771,2.9107980728149414,2.991063356399536,2.9493155479431152,2.856891632080078,2.9593605995178223,2.911017656326294,2.9112000465393066,3.0358896255493164,2.8650572299957275,2.897294759750366,2.9167656898498535,2.862150192260742,2.9694149494171143,3.010753870010376,2.976379871368408,2.901681661605835,2.9596779346466064,2.864001989364624,2.9716804027557373,3.0358896255493164
