run,kernel,gamma,seed,epoch,layer0,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,max_layer
depth_L10_uniform_g2.2_s99,uniform,2.2,99,0,2.7670719623565674,2.737698554992676,2.819058418273926,2.83662748336792,2.7371976375579834,2.8194191455841064,2.733513832092285,2.830376625061035,2.866655111312866,2.7649786472320557,2.866655111312866
depth_L10_uniform_g2.2_s99,uniform,2.2,99,50,30.128259658813477,26.46172523498535,27.676010131835938,41.595577239990234,38.6743049621582,35.75679397583008,31.228900909423828,29.15364646911621,29.23232650756836,31.843639373779297,41.595577239990234
depth_L10_uniform_g2.2_s99,uniform,2.2,99,100,31.96038246154785,31.73086929321289,28.98495864868164,46.70393371582031,46.87444305419922,48.0353889465332,43.81692123413086,41.33507537841797,37.26797866821289,41.656700134277344,48.0353889465332
depth_L10_uniform_g2.2_s99,uniform,2.2,99,199,31.82201385498047,33.060028076171875,28.27818489074707,46.0872917175293,47.38601303100586,50.53433609008789,45.38200378417969,44.98836135864258,38.54981994628906,42.41383361816406,50.53433609008789
