run,kernel,gamma,seed,epoch,layer0,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,max_layer
depth_L16_uniform_g2.2_s99,uniform,2.2,99,0,2.7670719623565674,2.737698554992676,2.819058418273926,2.836627244949341,2.7371976375579834,2.8194189071655273,2.733513832092285,2.830376625061035,2.866654872894287,2.7649786472320557,2.727104902267456,2.7397539615631104,2.682379722595215,2.7961509227752686,2.8399806022644043,2.802591323852539,2.866654872894287
