run,kernel,gamma,seed,epoch,layer0,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,max_layer
depth_L20_uniform_g2.2_s99,uniform,2.2,99,0,2.7670719623565674,2.737698554992676,2.819058418273926,2.836627244949341,2.7371976375579834,2.8194189071655273,2.7335140705108643,2.830376625061035,2.866655111312866,2.7649786472320557,2.727104902267456,2.7397539615631104,2.6823794841766357,2.7961509227752686,2.8399808406829834,2.802591562271118,2.7240800857543945,2.788099527359009,2.749333143234253,2.798494577407837,2.866655111312866
