run,kernel,gamma,seed,epoch,layer0,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,max_layer
depth_L20_fejer_g2.2_s99,fejer,2.2,99,0,5.234128952026367,5.2147698402404785,5.1961870193481445,5.269895553588867,5.215216159820557,5.259566783905029,5.204782009124756,5.262010097503662,5.198455810546875,5.226499557495117,5.210422992706299,5.212326526641846,5.183509349822998,5.216219425201416,5.201706886291504,5.248082160949707,5.18102502822876,5.242666244506836,5.22345495223999,5.21361780166626,5.269895553588867
