run,kernel,gamma,seed,epoch,layer0,layer1,layer2,max_layer
depth_L3_fejer_g2.2_s99,fejer,2.2,99,0,5.234128952026367,5.2147698402404785,5.1961870193481445,5.234128952026367
depth_L3_fejer_g2.2_s99,fejer,2.2,99,50,26.643198013305664,23.325542449951172,24.272281646728516,26.643198013305664
depth_L3_fejer_g2.2_s99,fejer,2.2,99,100,27.854503631591797,26.420114517211914,26.79840850830078,27.854503631591797
depth_L3_fejer_g2.2_s99,fejer,2.2,99,199,27.839557647705078,26.599586486816406,26.807369232177734,27.839557647705078
