run,kernel,gamma,seed,epoch,layer0,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,max_layer
depth_L10_fejer_g2.2_s99,fejer,2.2,99,0,5.234129428863525,5.2147698402404785,5.1961870193481445,5.269895553588867,5.215215682983398,5.259566783905029,5.204782009124756,5.262010097503662,5.198455810546875,5.226499557495117,5.269895553588867
depth_L10_fejer_g2.2_s99,fejer,2.2,99,50,23.865928649902344,24.0008602142334,21.08853530883789,17.686506271362305,15.751749992370605,14.676556587219238,15.045681953430176,14.77145004272461,14.091829299926758,14.182168960571289,24.0008602142334
depth_L10_fejer_g2.2_s99,fejer,2.2,99,100,25.050548553466797,29.231060028076172,23.71633529663086,20.72262191772461,18.355066299438477,18.326358795166016,19.562557220458984,20.205537796020508,19.45747184753418,20.74050521850586,29.231060028076172
depth_L10_fejer_g2.2_s99,fejer,2.2,99,199,25.00249481201172,29.7792911529541,23.627025604248047,20.681804656982422,18.599374771118164,18.189401626586914,19.77446937561035,20.011966705322266,19.255756378173828,21.25840187072754,29.7792911529541
